sample_name,file_name,genome,species_name,species_id,assay,cell_line,target,data_source,file_acc,provided_format_type,description,size,id
encode_6071,ENCFF869GJT.bed.gz,hg38,Homo sapiens,9606,Hi-C,G401,,ENCODE,ENCFF869GJT,bed3+,Hi-C on human G401,133024,9c25bf794cc4a48ca8b33f854f1d7d32
encode_6072,ENCFF241RXN.bed.gz,hg38,Homo sapiens,9606,Hi-C,G401,,ENCODE,ENCFF241RXN,bed3+,Hi-C on human G401,46702,4481f7e7eb08c6ce7eecf833504bcea9
encode_6073,ENCFF932CWN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,upper lobe of left lung,CTCF,ENCODE,ENCFF932CWN,narrowPeak,CTCF TF ChIP-seq on human upper lobe of left lung,6710573,ae1ea04b3804428f6a430f21ed1df735
encode_6074,ENCFF716XFO.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,upper lobe of left lung,CTCF,ENCODE,ENCFF716XFO,narrowPeak,CTCF TF ChIP-seq on human upper lobe of left lung,755270,bf4fb6b316b6bdcf48e0c459b1a3ea90
encode_6075,ENCFF572FKA.bed.gz,hg38,Homo sapiens,9606,Hi-C,LNCaP clone FGC,,ENCODE,ENCFF572FKA,bed3+,Hi-C on human LNCaP clone FGC,135862,f97422c1080925a06b86c353e143b54a
encode_6076,ENCFF139JCA.bed.gz,hg38,Homo sapiens,9606,Hi-C,LNCaP clone FGC,,ENCODE,ENCFF139JCA,bed3+,Hi-C on human LNCaP clone FGC,47731,8ae561028a513421d39d8ec205d340fd
encode_6077,ENCFF629UPV.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,stomach,POLR2AphosphoS5,ENCODE,ENCFF629UPV,narrowPeak,POLR2AphosphoS5 TF ChIP-seq on human stomach,537062,ec7f7c823e5899c5d1508723a82df5a5
encode_6078,ENCFF809RZH.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,stomach,POLR2AphosphoS5,ENCODE,ENCFF809RZH,narrowPeak,POLR2AphosphoS5 TF ChIP-seq on human stomach,6159023,c4c7a4b2b51c89d7516f91f949098483
encode_6079,ENCFF861BFA.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,fibroblast of lung,H3K4me3,ENCODE,ENCFF861BFA,narrowPeak,H3K4me3 Histone ChIP-seq on human fibroblast of lung,577536,453e0e764b0d61bd3eb06ff5f162068c
encode_6080,ENCFF134OLK.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,fibroblast of lung,H3K4me3,ENCODE,ENCFF134OLK,narrowPeak,H3K4me3 Histone ChIP-seq on human fibroblast of lung,826114,a2c0c9ec780d37001d971b832924736b
encode_6081,ENCFF327KIB.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,fibroblast of lung,H3K4me3,ENCODE,ENCFF327KIB,narrowPeak,H3K4me3 Histone ChIP-seq on human fibroblast of lung,627447,91142486df1fc7b37f32e72442980b68
encode_6082,ENCFF781VYS.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,fibroblast of lung,H3K4me3,ENCODE,ENCFF781VYS,narrowPeak,H3K4me3 Histone ChIP-seq on human fibroblast of lung,756281,88263672eb2d8da5c3e092b8cd4d5d68
encode_6083,ENCFF580IXX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SMAD4,ENCODE,ENCFF580IXX,narrowPeak,SMAD4 TF ChIP-seq on human HepG2,6240765,feea5211daeaa45f556b23566ae49e5d
encode_6084,ENCFF614KIR.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SMAD4,ENCODE,ENCFF614KIR,narrowPeak,SMAD4 TF ChIP-seq on human HepG2,6722375,a3dd3b8d32614f35fee57950a9cf294a
encode_6085,ENCFF655FUP.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SMAD4,ENCODE,ENCFF655FUP,narrowPeak,SMAD4 TF ChIP-seq on human HepG2,695691,f872c01072dcdeaad9e24ad648102a8f
encode_6086,ENCFF171YDU.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SMAD4,ENCODE,ENCFF171YDU,narrowPeak,SMAD4 TF ChIP-seq on human HepG2,5962587,cccacbf216956bbeabcb82745e10a20b
encode_6087,ENCFF541EKJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SMAD4,ENCODE,ENCFF541EKJ,narrowPeak,SMAD4 TF ChIP-seq on human HepG2,748242,449b3c7df87e6f187a4558789a866d6d
encode_6088,ENCFF940IIQ.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,neural progenitor cell,H2AFZ,ENCODE,ENCFF940IIQ,narrowPeak,H2AFZ Histone ChIP-seq on human neural progenitor cell,3499475,867418750490833715cf4eddedf9e5f7
encode_6089,ENCFF116NJL.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,neural progenitor cell,H2AFZ,ENCODE,ENCFF116NJL,narrowPeak,H2AFZ Histone ChIP-seq on human neural progenitor cell,4706303,8cc1f268dc01de842055e00b8e1290ec
encode_6090,ENCFF833NYQ.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,neural progenitor cell,H2AFZ,ENCODE,ENCFF833NYQ,narrowPeak,H2AFZ Histone ChIP-seq on human neural progenitor cell,3099021,e8cdc46e1d6362b21b9f2873d3ddc197
encode_6091,ENCFF659WTM.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,neural progenitor cell,H2AFZ,ENCODE,ENCFF659WTM,narrowPeak,H2AFZ Histone ChIP-seq on human neural progenitor cell,2999404,5f1db5eecc52a9221e9a42bc9fe0eb69
encode_6092,ENCFF226QIU.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,mid-neurogenesis radial glial cells,H3K27me3,ENCODE,ENCFF226QIU,narrowPeak,H3K27me3 Histone ChIP-seq on human mid-neurogenesis radial glial cells,1824599,f18a44a9106ef07c4e2d9630f16e4c42
encode_6093,ENCFF473NUQ.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,mid-neurogenesis radial glial cells,H3K27me3,ENCODE,ENCFF473NUQ,narrowPeak,H3K27me3 Histone ChIP-seq on human mid-neurogenesis radial glial cells,638074,ebb4970b6e389b17679471b3b02c6619
encode_6094,ENCFF558UAL.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,mid-neurogenesis radial glial cells,H3K27me3,ENCODE,ENCFF558UAL,narrowPeak,H3K27me3 Histone ChIP-seq on human mid-neurogenesis radial glial cells,1354814,cb6ac70458b0c3841ddcb2e8d59056fe
encode_6095,ENCFF724DGK.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,mid-neurogenesis radial glial cells,H3K27me3,ENCODE,ENCFF724DGK,narrowPeak,H3K27me3 Histone ChIP-seq on human mid-neurogenesis radial glial cells,561564,f9597e37a116ebbbc4872d6e02cee69b
encode_6096,ENCFF622VVQ.bed.gz,hg38,Homo sapiens,9606,DNase-seq,MCF-7,,ENCODE,ENCFF622VVQ,bed3+,DNase-seq on human MCF-7,674034,
encode_6097,ENCFF508AGV.bed.gz,hg38,Homo sapiens,9606,DNase-seq,MCF-7,,ENCODE,ENCFF508AGV,broadPeak,DNase-seq on human MCF-7,41016,94e93dc10ab89f805c766e61ade2dbc6
encode_6098,ENCFF965LJU.bed.gz,hg38,Homo sapiens,9606,DNase-seq,MCF-7,,ENCODE,ENCFF965LJU,narrowPeak,DNase-seq on human MCF-7,26772,4622c5460f1fd5b1d725374d3c174d56
encode_6099,ENCFF871VLX.bed.gz,hg38,Homo sapiens,9606,DNase-seq,MCF-7,,ENCODE,ENCFF871VLX,broadPeak,DNase-seq on human MCF-7,41329,b4bcbe5d8e9a89212c41d1c73eddb96e
encode_6100,ENCFF097KYQ.bed.gz,hg38,Homo sapiens,9606,DNase-seq,MCF-7,,ENCODE,ENCFF097KYQ,narrowPeak,DNase-seq on human MCF-7,26985,ade0a615aec9960a502ae5e4d819567a
encode_6101,ENCFF892KVA.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,smooth muscle cell,H3K79me2,ENCODE,ENCFF892KVA,narrowPeak,H3K79me2 Histone ChIP-seq on human smooth muscle cell,3021046,9378e28c53c56ac1c70938d9124769b6
encode_6102,ENCFF603WBD.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,smooth muscle cell,H3K79me2,ENCODE,ENCFF603WBD,narrowPeak,H3K79me2 Histone ChIP-seq on human smooth muscle cell,2696591,eb239ce55f126d524509090b9c53925b
encode_6103,ENCFF733HJO.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,smooth muscle cell,H3K79me2,ENCODE,ENCFF733HJO,narrowPeak,H3K79me2 Histone ChIP-seq on human smooth muscle cell,4717190,965e23ad3e49b04cc70562667914fa61
encode_6104,ENCFF304JWR.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,smooth muscle cell,H3K79me2,ENCODE,ENCFF304JWR,narrowPeak,H3K79me2 Histone ChIP-seq on human smooth muscle cell,2113910,f1df745ac04fae93e05e6610b74e4ea4
encode_6105,ENCFF280NGD.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,NR2F6,ENCODE,ENCFF280NGD,narrowPeak,NR2F6 TF ChIP-seq on human HepG2,5731533,da14c1e51306c7ac36b97ebff3f0d489
encode_6106,ENCFF045RQG.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,NR2F6,ENCODE,ENCFF045RQG,narrowPeak,NR2F6 TF ChIP-seq on human HepG2,5377307,183190e65cf59c528b0533aa093aa39c
encode_6107,ENCFF949ZYZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,NR2F6,ENCODE,ENCFF949ZYZ,narrowPeak,NR2F6 TF ChIP-seq on human HepG2,6257460,74c0084fdd3d5c75b7af14329a2ced75
encode_6108,ENCFF863TTH.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,NR2F6,ENCODE,ENCFF863TTH,narrowPeak,NR2F6 TF ChIP-seq on human HepG2,567940,5f609343252f735707eb7e4dce7dd4cc
encode_6109,ENCFF786BSA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,NR2F6,ENCODE,ENCFF786BSA,narrowPeak,NR2F6 TF ChIP-seq on human HepG2,644584,c1629eac47e47ea6dafa83b40f0d3548
encode_6110,ENCFF535DTC.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,tibial nerve,H3K27me3,ENCODE,ENCFF535DTC,narrowPeak,H3K27me3 Histone ChIP-seq on human tibial nerve,2270810,d6f092c7ecff405c3fb7b342bf660ba8
encode_6111,ENCFF489VHM.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,tibial nerve,H3K27me3,ENCODE,ENCFF489VHM,narrowPeak,H3K27me3 Histone ChIP-seq on human tibial nerve,756966,9fc5d499f8e1568a8fc7c6c41d326858
encode_6112,ENCFF943YKG.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ETV5,ENCODE,ENCFF943YKG,narrowPeak,ETV5 TF ChIP-seq on human HepG2,5984352,81ba6b7dad1a77d4268e0d2d77eb2635
encode_6113,ENCFF184IYE.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ETV5,ENCODE,ENCFF184IYE,narrowPeak,ETV5 TF ChIP-seq on human HepG2,6015931,e4b61d8a0b76965af078a24f0c003945
encode_6114,ENCFF188TXK.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ETV5,ENCODE,ENCFF188TXK,narrowPeak,ETV5 TF ChIP-seq on human HepG2,6777223,9480eda0cacca5449305f898c5685a26
encode_6115,ENCFF927RTA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ETV5,ENCODE,ENCFF927RTA,narrowPeak,ETV5 TF ChIP-seq on human HepG2,330598,cc758b85cf6f8e84231c3bdb860d4fe0
encode_6116,ENCFF923NCW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ETV5,ENCODE,ENCFF923NCW,narrowPeak,ETV5 TF ChIP-seq on human HepG2,527682,99e63d3d0494b131a0310aed94be69b1
encode_6117,ENCFF372MNN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,RBPJ,ENCODE,ENCFF372MNN,narrowPeak,RBPJ TF ChIP-seq on human HepG2,6687057,64d1d83435f33809fc3c9f9a871b7a0f
encode_6118,ENCFF976LPR.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,RBPJ,ENCODE,ENCFF976LPR,narrowPeak,RBPJ TF ChIP-seq on human HepG2,7166406,6a4574237924118bb568c40b78c31a1b
encode_6119,ENCFF817YCW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,RBPJ,ENCODE,ENCFF817YCW,narrowPeak,RBPJ TF ChIP-seq on human HepG2,6746317,75d6af1604db42ce26d46ebdf82bbda6
encode_6120,ENCFF084VQB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,RBPJ,ENCODE,ENCFF084VQB,narrowPeak,RBPJ TF ChIP-seq on human HepG2,310128,b16fca564f2c9bf009bbf6c20871e7e7
encode_6121,ENCFF153ODZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,RBPJ,ENCODE,ENCFF153ODZ,narrowPeak,RBPJ TF ChIP-seq on human HepG2,541725,728fa65190812f85fbe0cda0ba660100
encode_6122,ENCFF318ICI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,KDM4B,ENCODE,ENCFF318ICI,narrowPeak,KDM4B TF ChIP-seq on human K562,6594649,25bc52066a2eb24cc43a2550351fdc2e
encode_6123,ENCFF665RFE.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,KDM4B,ENCODE,ENCFF665RFE,narrowPeak,KDM4B TF ChIP-seq on human K562,7084471,066f71c9915774d45fe3a6d82ce4e272
encode_6124,ENCFF179HIK.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,KDM4B,ENCODE,ENCFF179HIK,narrowPeak,KDM4B TF ChIP-seq on human K562,5008917,2ccc35e4177066996c4ff11a1fae12bb
encode_6125,ENCFF561ZCZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,KDM4B,ENCODE,ENCFF561ZCZ,narrowPeak,KDM4B TF ChIP-seq on human K562,103633,13f72cab28550505d23892c33a275daf
encode_6126,ENCFF955AOD.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,KDM4B,ENCODE,ENCFF955AOD,narrowPeak,KDM4B TF ChIP-seq on human K562,149529,cb704235c8f126127bccb41b100bf2ef
encode_6127,ENCFF300WML.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,testis,CTCF,ENCODE,ENCFF300WML,narrowPeak,CTCF TF ChIP-seq on human testis,6432939,9c57014701418df853e18c30159dab5a
encode_6128,ENCFF788RFY.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,testis,CTCF,ENCODE,ENCFF788RFY,narrowPeak,CTCF TF ChIP-seq on human testis,426981,7988eefd0cc64f1383e2c82b5334b12d
encode_6129,ENCFF687MRB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,GATA4,ENCODE,ENCFF687MRB,narrowPeak,GATA4 TF ChIP-seq on human HepG2,6145455,b97d3e96cc403462c7f0a7d293cb6d18
encode_6130,ENCFF163FRZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,GATA4,ENCODE,ENCFF163FRZ,narrowPeak,GATA4 TF ChIP-seq on human HepG2,6679200,59ba3a4151c14385a4e336bb5d01ce30
encode_6131,ENCFF410WZD.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,GATA4,ENCODE,ENCFF410WZD,narrowPeak,GATA4 TF ChIP-seq on human HepG2,5750998,80572823c3007bc9f1dab77ca839e406
encode_6132,ENCFF097OXR.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,GATA4,ENCODE,ENCFF097OXR,narrowPeak,GATA4 TF ChIP-seq on human HepG2,252924,670b6abd4600787ff67f407b0c30453f
encode_6133,ENCFF464IZM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,GATA4,ENCODE,ENCFF464IZM,narrowPeak,GATA4 TF ChIP-seq on human HepG2,193179,31ba953dfffa9a67c26e0f3f6a481057
encode_6134,ENCFF871BMJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SNRNP70,ENCODE,ENCFF871BMJ,narrowPeak,SNRNP70 TF ChIP-seq on human HepG2,5591885,c26be25048e7d18c335dfa0b19a05e17
encode_6135,ENCFF331QXX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SNRNP70,ENCODE,ENCFF331QXX,narrowPeak,SNRNP70 TF ChIP-seq on human HepG2,4710,e8de4a99581f78719eb80a05688c30b0
encode_6136,ENCFF346UDN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SNRNP70,ENCODE,ENCFF346UDN,narrowPeak,SNRNP70 TF ChIP-seq on human HepG2,6874581,b6004668eaa19231aab6ad82f01fdcd2
encode_6137,ENCFF862JZI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SNRNP70,ENCODE,ENCFF862JZI,narrowPeak,SNRNP70 TF ChIP-seq on human HepG2,5185320,cd492076fb9a97ce46f7f1c1b8c5e6e0
encode_6138,ENCFF858FBZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,SNRNP70,ENCODE,ENCFF858FBZ,narrowPeak,SNRNP70 TF ChIP-seq on human HepG2,5528,973c4f9fc0dc34488a2ff3cbfca8c911
encode_6139,ENCFF693TBO.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,transverse colon,CTCF,ENCODE,ENCFF693TBO,narrowPeak,CTCF TF ChIP-seq on human transverse colon,752636,c30d6eca2a422f3851c7384ca1b50677
encode_6140,ENCFF554DUQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,transverse colon,CTCF,ENCODE,ENCFF554DUQ,narrowPeak,CTCF TF ChIP-seq on human transverse colon,6865342,acd10f489cc65761ff6fa2f31349b3f5
encode_6141,ENCFF955LMX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPL,ENCODE,ENCFF955LMX,narrowPeak,HNRNPL TF ChIP-seq on human HepG2,5345188,60fcb1c1e594259d4f8cc36c9d76b022
encode_6142,ENCFF413XGH.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPL,ENCODE,ENCFF413XGH,narrowPeak,HNRNPL TF ChIP-seq on human HepG2,382122,104c73d707f66770e6cea5cc2c16281f
encode_6143,ENCFF437LMW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPL,ENCODE,ENCFF437LMW,narrowPeak,HNRNPL TF ChIP-seq on human HepG2,6538258,38b5b9b882c94303e0909ab00648efb8
encode_6144,ENCFF918GVL.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPL,ENCODE,ENCFF918GVL,narrowPeak,HNRNPL TF ChIP-seq on human HepG2,5443644,38614b7c501335cb351bfbc11fa534ff
encode_6145,ENCFF039CUI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPL,ENCODE,ENCFF039CUI,narrowPeak,HNRNPL TF ChIP-seq on human HepG2,414976,556ca2e1d0469699dc02f9ef48a6fa61
encode_6146,ENCFF619VKF.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPLL,ENCODE,ENCFF619VKF,narrowPeak,HNRNPLL TF ChIP-seq on human HepG2,5558000,14c808d2161e8645b35412606e85ff56
encode_6147,ENCFF043DRX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPLL,ENCODE,ENCFF043DRX,narrowPeak,HNRNPLL TF ChIP-seq on human HepG2,5623600,7accfb1479b0177884da77c855289bea
encode_6148,ENCFF043QFM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPLL,ENCODE,ENCFF043QFM,narrowPeak,HNRNPLL TF ChIP-seq on human HepG2,6672982,42fb3e9df5d9cc50324497408024be1f
encode_6149,ENCFF925TIA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPLL,ENCODE,ENCFF925TIA,narrowPeak,HNRNPLL TF ChIP-seq on human HepG2,457912,d32d280a2ceb893e7592388aaf328313
encode_6150,ENCFF890KTX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPLL,ENCODE,ENCFF890KTX,narrowPeak,HNRNPLL TF ChIP-seq on human HepG2,477478,3f516b0edfde301809089f3dbea4a229
encode_6151,ENCFF453RHM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPH1,ENCODE,ENCFF453RHM,narrowPeak,HNRNPH1 TF ChIP-seq on human HepG2,5450398,ac8c263b7d398efff46c54755b77a300
encode_6152,ENCFF719JYX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPH1,ENCODE,ENCFF719JYX,narrowPeak,HNRNPH1 TF ChIP-seq on human HepG2,41437,7016b405b273e67dde05ca4cd06a2879
encode_6153,ENCFF339QMW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPH1,ENCODE,ENCFF339QMW,narrowPeak,HNRNPH1 TF ChIP-seq on human HepG2,5707715,1b941d03266a7c55e54b0086ae946fb9
encode_6154,ENCFF206AYJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPH1,ENCODE,ENCFF206AYJ,narrowPeak,HNRNPH1 TF ChIP-seq on human HepG2,6922998,fec8e953f29716c65c8b904ffbaa01d0
encode_6155,ENCFF046NUR.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,HNRNPH1,ENCODE,ENCFF046NUR,narrowPeak,HNRNPH1 TF ChIP-seq on human HepG2,47824,395797b5bfeec0f641a1ea6c6597fd99
encode_6156,ENCFF990SRA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,CBX1,ENCODE,ENCFF990SRA,narrowPeak,CBX1 TF ChIP-seq on human K562,6419371,ca9c3f196e3c4172668115898c61ca53
encode_6157,ENCFF670HFC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,CBX1,ENCODE,ENCFF670HFC,narrowPeak,CBX1 TF ChIP-seq on human K562,7098085,44639ee078dba266cdd5455a0e067f95
encode_6158,ENCFF046QEQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,CBX1,ENCODE,ENCFF046QEQ,narrowPeak,CBX1 TF ChIP-seq on human K562,6126018,cda40be829b2d150588923193bf9e139
encode_6159,ENCFF191MYC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,CBX1,ENCODE,ENCFF191MYC,narrowPeak,CBX1 TF ChIP-seq on human K562,176306,27441b98e8b7c774bff881b538bb6e4d
encode_6160,ENCFF163FLA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,CBX1,ENCODE,ENCFF163FLA,narrowPeak,CBX1 TF ChIP-seq on human K562,275708,549d11a8abbd2133b49a10dad2e70937
encode_6161,ENCFF881QQG.bed.gz,hg38,Homo sapiens,9606,Hi-C,A549,,ENCODE,ENCFF881QQG,bed3+,Hi-C on human A549,129833,27dc4aeb2bd0c6ff85ee192ce1ac2316
encode_6162,ENCFF716CFF.bed.gz,hg38,Homo sapiens,9606,Hi-C,A549,,ENCODE,ENCFF716CFF,bed3+,Hi-C on human A549,45794,cfcf2c2389383b9f112fc6aa99dfd1a2
encode_6163,ENCFF927CND.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,PC-9,H3K9me2,ENCODE,ENCFF927CND,narrowPeak,H3K9me2 Histone ChIP-seq on human PC-9,2409499,f9a73fd3291536e5cfe5ec36448ee0bc
encode_6164,ENCFF117IRN.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,PC-9,H3K9me2,ENCODE,ENCFF117IRN,narrowPeak,H3K9me2 Histone ChIP-seq on human PC-9,2234709,dcdb9773b9565072186259561c296391
encode_6165,ENCFF507YBL.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,PC-9,H3K9me2,ENCODE,ENCFF507YBL,narrowPeak,H3K9me2 Histone ChIP-seq on human PC-9,2475508,7679a77fdb87502e56163ea205f29edd
encode_6166,ENCFF447MUW.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,PC-9,H3K9me2,ENCODE,ENCFF447MUW,narrowPeak,H3K9me2 Histone ChIP-seq on human PC-9,439980,7c8e6a06a9d2ae204c96715d87af39fa
encode_6167,ENCFF484UXN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,CBX5,ENCODE,ENCFF484UXN,narrowPeak,CBX5 TF ChIP-seq on human GM12878,5691583,379244b6383c6d2fc47349bc746ced9d
encode_6168,ENCFF650GEE.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,CBX5,ENCODE,ENCFF650GEE,narrowPeak,CBX5 TF ChIP-seq on human GM12878,5166830,048ab49f9dddc807b99c44792723a666
encode_6169,ENCFF181ICO.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,CBX5,ENCODE,ENCFF181ICO,narrowPeak,CBX5 TF ChIP-seq on human GM12878,6130068,31e1ed01a8610a2ea54a7f6f378f572b
encode_6170,ENCFF533MFQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,CBX5,ENCODE,ENCFF533MFQ,narrowPeak,CBX5 TF ChIP-seq on human GM12878,173518,97d1bc06f8c379a6e5c45ae2cff3ce41
encode_6171,ENCFF417SVR.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,CBX5,ENCODE,ENCFF417SVR,narrowPeak,CBX5 TF ChIP-seq on human GM12878,205072,82da36800067bfd380e3ecd0428e9b48
encode_6172,ENCFF551BIZ.bed.gz,hg38,Homo sapiens,9606,CAGE,subcutaneous preadipocyte,,ENCODE,ENCFF551BIZ,tss_peak,CAGE on human subcutaneous preadipocyte,359258,ba0b79ec1a4b1f30e1593b9df99b7488
encode_6173,ENCFF867ULP.bed.gz,hg38,Homo sapiens,9606,CAGE,subcutaneous preadipocyte,,ENCODE,ENCFF867ULP,tss_peak,CAGE on human subcutaneous preadipocyte,163996,fb68e1dfac6532f01f21a61291e84736
encode_6174,ENCFF731BGT.bed.gz,hg38,Homo sapiens,9606,CAGE,subcutaneous preadipocyte,,ENCODE,ENCFF731BGT,idr_peak,CAGE on human subcutaneous preadipocyte,62983,1e6d3d4f0c84985799ae0129e8ea9488
encode_6175,ENCFF633RHE.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,XRCC5,ENCODE,ENCFF633RHE,narrowPeak,XRCC5 TF ChIP-seq on human HepG2,7108587,ee73b1907390e0b994948e7167623e61
encode_6176,ENCFF329ZXO.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,XRCC5,ENCODE,ENCFF329ZXO,narrowPeak,XRCC5 TF ChIP-seq on human HepG2,6580086,cdbcb0d5641a1439f1059e7c3c71fa35
encode_6177,ENCFF131SCG.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,XRCC5,ENCODE,ENCFF131SCG,narrowPeak,XRCC5 TF ChIP-seq on human HepG2,6455596,925831b0daf73966c870fcc98a2f4b1e
encode_6178,ENCFF244PJM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,XRCC5,ENCODE,ENCFF244PJM,narrowPeak,XRCC5 TF ChIP-seq on human HepG2,507602,85d6baad84a70d0bb9710313ef7290b7
